"SUID","% Associated Genes","% Common Gene","%Genes Cluster #","All Associated Genes","Associated Genes Found","CEREBRAL_DOWNSTRAM_INFO","CEREBRAL_DOWNSTRAM_INFO_ALL","CEREBRAL_LOCALIZATION_INFO","CEREBRAL_LOCALIZATION_INFO_ALL","Cluster","Common Genes","ENSEMBL_GENE_ID","GOGroups","GOID","GOLevels","GOTerm","Group PValue","Group PValue Corrected with Bonferroni step down","name","Nr. Genes","Ontology Source","OverViewTerm","selected","shared name","Term PValue","Term PValue Corrected with Bonferroni step down","UniProtKB_AC","UNIQUE_ID"
"24486",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000157851","KEGG:04360","DPYSL5","","DPYSL5","","","56896",,"","ASSOCIATED_GENE","false","56896",,,"[Q9BPU6]","56896"
"24487",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000154380","KEGG:04810","ENAH","","ENAH","","","55740",,"","ASSOCIATED_GENE","false","55740",,,"[Q8N8S7]","55740"
"24488",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000082684","KEGG:04360","SEMA5B","","SEMA5B","","","54437",,"","ASSOCIATED_GENE","false","54437",,,"[B7Z2B3, C9JKR3, Q9P283]","54437"
"24489",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000084112","KEGG:04810","SSH1","","SSH1","","","54434",,"","ASSOCIATED_GENE","false","54434",,,"[Q8WYL5]","54434"
"24490",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000162552","KEGG:05200","WNT4","","WNT4","","","54361",,"","ASSOCIATED_GENE","false","54361",,,"[P56705]","54361"
"24491",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000076356","KEGG:04360","PLXNA2","","PLXNA2","","","5362",,"","ASSOCIATED_GENE","false","5362",,,"[O75051]","5362"
"24492",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000114554","KEGG:04360","PLXNA1","","PLXNA1","","","5361",,"","ASSOCIATED_GENE","false","5361",,,"[Q9UIW2]","5361"
"24493",,,,"","","Transcription Factor Complex","Transcription Factor Complex","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000101096","KEGG:04360","NFATC2","","NFATC2","","","4773",,"","ASSOCIATED_GENE","false","4773",,,"[B5B2P4, Q13469]","4773"
"24494",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000158092","KEGG:04360","NCK1","","NCK1","","","4690",,"","ASSOCIATED_GENE","false","4690",,,"[A0A0S2Z4Y3, P16333]","4690"
"24495",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000099204","KEGG:04360","ABLIM1","","ABLIM1","","","3983",,"","ASSOCIATED_GENE","false","3983",,,"[B3KSG3, B4DQA3, O14639]","3983"
"24496",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000166333","KEGG:04510","ILK","","ILK","","","3611",,"","ASSOCIATED_GENE","false","3611",,,"[Q13418, V9HWF0]","3611"
"24497",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000173156","KEGG:04360","RHOD","","RHOD","","","29984",,"","ASSOCIATED_GENE","false","29984",,,"[E9PIG5, O00212]","29984"
"24498",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000080224","KEGG:04360","EPHA6","","EPHA6","","","285220",,"","ASSOCIATED_GENE","false","285220",,,"[A0A0B4J1T8, B3KS12, Q6UWM0, Q9UF33]","285220"
"24499",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000066248","KEGG:04360","NGEF","","NGEF","","","25791",,"","ASSOCIATED_GENE","false","25791",,,"[B4DDI2, Q8N5V2]","25791"
"24500",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000010810","KEGG:04725","FYN","","FYN","","","2534",,"","ASSOCIATED_GENE","false","2534",,,"[P06241]","2534"
"24501",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000196576","KEGG:04360","PLXNB2","","PLXNB2","","","23654",,"","ASSOCIATED_GENE","false","23654",,,"[O15031]","23654"
"24502",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000196914","KEGG:05200","ARHGEF12","","ARHGEF12","","","23365",,"","ASSOCIATED_GENE","false","23365",,,"[B4E2K6, E9PMR6, Q9NZN5]","23365"
"24503",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000162631","KEGG:04360","NTNG1","","NTNG1","","","22854",,"","ASSOCIATED_GENE","false","22854",,,"[B4DKF0, Q5IEC3, Q5IEC8, Q9Y2I2, X5DNW2]","22854"
"24504",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000153993","KEGG:04360","SEMA3D","","SEMA3D","","","223117",,"","ASSOCIATED_GENE","false","223117",,,"[O95025]","223117"
"24505",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000107731","KEGG:04360","UNC5B","","UNC5B","","","219699",,"","ASSOCIATED_GENE","false","219699",,,"[Q8IZJ1]","219699"
"24506",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000133216","KEGG:04360","EPHB2","","EPHB2","","","2048",,"","ASSOCIATED_GENE","false","2048",,,"[B4DSE0, P29323, Q4LE53, Q6NVW1]","2048"
"24507",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000154928","KEGG:04360","EPHB1","","EPHB1","","","2047",,"","ASSOCIATED_GENE","false","2047",,,"[P54762]","2047"
"24508",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000070886","KEGG:04360","EPHA8","","EPHA8","","","2046",,"","ASSOCIATED_GENE","false","2046",,,"[P29322]","2046"
"24509",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000135333","KEGG:04360","EPHA7","","EPHA7","","","2045",,"","ASSOCIATED_GENE","false","2045",,,"[Q15375]","2045"
"24510",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000116106","KEGG:04360","EPHA4","","EPHA4","","","2043",,"","ASSOCIATED_GENE","false","2043",,,"[A0A024R452, E9PG71, P54764]","2043"
"24511",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000044524","KEGG:04360","EPHA3","","EPHA3","","","2042",,"","ASSOCIATED_GENE","false","2042",,,"[A0A140VJJ0, C9JXA2, P29320, Q6P4R6]","2042"
"24512",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000187323","KEGG:05200","DCC","","DCC","","","1630",,"","ASSOCIATED_GENE","false","1630",,,"[P43146, Q49AK4]","1630"
"24513",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000156687","KEGG:04360","UNC5D","","UNC5D","","","137970",,"","ASSOCIATED_GENE","false","137970",,,"[C9J1I0, H7BXJ2, Q6UXZ4]","137970"
"24514",,,,"","","","","1.Extracellular","1.Extracellular","","","ENSG00000075223","KEGG:04360","SEMA3C","","SEMA3C","","","10512",,"","ASSOCIATED_GENE","false","10512",,,"[Q99985]","10512"
"24515",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000185033","KEGG:04360","SEMA4B","","SEMA4B","","","10509",,"","ASSOCIATED_GENE","false","10509",,,"[J3KNP4, Q9NPR2]","10509"
"24516",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000187764","KEGG:04360","SEMA4D","","SEMA4D","","","10507",,"","ASSOCIATED_GENE","false","10507",,,"[Q92854]","10507"
"24517",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000135622","KEGG:04360","SEMA4F","","SEMA4F","","","10505",,"","ASSOCIATED_GENE","false","10505",,,"[A0A087WYZ7, O95754]","10505"
"24518",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000075213","KEGG:04360","SEMA3A","","SEMA3A","","","10371",,"","ASSOCIATED_GENE","false","10371",,,"[Q14563]","10371"
"24519",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000136040","KEGG:04360","PLXNC1","","PLXNC1","","","10154",,"","ASSOCIATED_GENE","false","10154",,,"[O60486]","10154"
"24520","58.28571319580078",,,"[ABL1, ABLIM1, ABLIM2, ABLIM3, ARHGEF12, BMP7, BMPR1B, BMPR2, BOC, BUB1B-PAK6, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CDC42, CDK5, CFL1, CFL2, CXCL12, CXCR4, DCC, DPYSL2, DPYSL5, EFNA1, EFNA2, EFNA3, EFNA4, EFNA5, EFNB1, EFNB2, EFNB3, ENAH, EPHA1, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, FES, FYN, FZD3, GDF7, GNAI1, GNAI2, GNAI3, GSK3B, HRAS, ILK, ITGB1, KRAS, L1CAM, LIMK1, LIMK2, LRRC4, LRRC4C, MAPK1, MAPK3, MET, NCK1, NCK2, NFATC2, NFATC3, NFATC4, NGEF, NRAS, NRP1, NTN1, NTN3, NTN4, NTNG1, NTNG2, PAK1, PAK2, PAK3, PAK4, PAK5, PAK6, PARD3, PARD6A, PARD6B, PARD6G, PDK1, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PLCG1, PLCG2, PLXNA1, PLXNA2, PLXNA3, PLXNA4, PLXNB1, PLXNB2, PLXNB3, PLXNC1, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRKCA, PRKCZ, PTCH1, PTK2, PTPN11, RAC1, RAC2, RAC3, RAF1, RASA1, RGS3, RHOA, RHOD, RND1, ROBO1, ROBO2, ROBO3, ROCK1, ROCK2, RRAS, RYK, SEMA3A, SEMA3B, SEMA3C, SEMA3D, SEMA3E, SEMA3F, SEMA3G, SEMA4A, SEMA4B, SEMA4C, SEMA4D, SEMA4F, SEMA4G, SEMA5A, SEMA5B, SEMA6A, SEMA6B, SEMA6C, SEMA6D, SEMA7A, SHH, SLIT1, SLIT2, SLIT3, SMO, SRC, SRGAP1, SRGAP2, SRGAP3, SSH1, SSH2, SSH3, TRPC1, TRPC3, TRPC4, TRPC5, TRPC6, UNC5A, UNC5B, UNC5C, UNC5D, WNT4, WNT5A, WNT5B]","[ABL1, ABLIM1, ABLIM2, ARHGEF12, BMP7, BMPR1B, BMPR2, BOC, CAMK2D, CAMK2G, CXCR4, DCC, DPYSL5, EFNA5, ENAH, EPHA3, EPHA4, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, FYN, GNAI1, GSK3B, HRAS, ILK, ITGB1, KRAS, LRRC4C, NCK1, NCK2, NFATC2, NGEF, NRAS, NRP1, NTN1, NTN4, NTNG1, NTNG2, PAK1, PAK2, PAK4, PAK6, PARD3, PIK3CA, PIK3CB, PIK3R1, PIK3R2, PLCG2, PLXNA1, PLXNA2, PLXNA4, PLXNB2, PLXNC1, PPP3CA, PPP3CC, PPP3R1, PRKCA, PRKCZ, PTCH1, PTPN11, RAC1, RAC2, RAF1, RASA1, RGS3, RHOD, ROBO1, ROBO2, ROBO3, RYK, SEMA3A, SEMA3C, SEMA3D, SEMA3E, SEMA4A, SEMA4B, SEMA4D, SEMA4F, SEMA5A, SEMA5B, SEMA6A, SEMA6D, SEMA7A, SLIT1, SLIT2, SLIT3, SMO, SRC, SRGAP1, SRGAP3, SSH1, SSH2, TRPC1, TRPC3, TRPC6, UNC5A, UNC5B, UNC5C, UNC5D, WNT4]","","","","","","","","[Group06]","KEGG:04360","[-1]","Axon guidance","{Group06=8.176671013723444E-13}","{Group06=1.5535674926074542E-11}","Axon%20guidance","102","KEGG_04.09.2018","TRUE","false","Axon%20guidance","8.176671013723444E-13","2.2158778447190532E-10","","KEGG:04360"
"24521",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000146592","KEGG:04926","CREB5","","CREB5","","","9586",,"","ASSOCIATED_GENE","false","9586",,,"[Q02930]","9586"
"24522",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000177455","KEGG:04151","CD19","","CD19","","","930",,"","ASSOCIATED_GENE","false","930",,,"[P15391]","930"
"24523",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000145623","KEGG:04151","OSMR","","OSMR","","","9180",,"","ASSOCIATED_GENE","false","9180",,,"[Q99650]","9180"
"24524",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000157613","KEGG:04926","CREB3L1","","CREB3L1","","","90993",,"","ASSOCIATED_GENE","false","90993",,,"[B2RA75, Q96BA8]","90993"
"24525",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000112576","KEGG:05200","CCND3","","CCND3","","","896",,"","ASSOCIATED_GENE","false","896",,,"[B3KP19, D6RI00, P30281, Q5T8J1]","896"
"24526",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 4.Nuclear Membrane, 5.Nucleus","","","ENSG00000118971","KEGG:05206","CCND2","","CCND2","","","894",,"","ASSOCIATED_GENE","false","894",,,"[P30279]","894"
"24527",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000143127","KEGG:05414","ITGA10","","ITGA10","","","8515",,"","ASSOCIATED_GENE","false","8515",,,"[B4E282, O75578]","8515"
"24528",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000128245","KEGG:04151","YWHAH","","YWHAH","","","7533",,"","ASSOCIATED_GENE","false","7533",,,"[A0A024R1K7, Q04917, Q9H4N8]","7533"
"24529",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 4.Nuclear Membrane, 5.Nucleus","","","ENSG00000108953","KEGG:04151","YWHAE","","YWHAE","","","7531",,"","ASSOCIATED_GENE","false","7531",,,"[P62258, V9HW98]","7531"
"24530",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000110799","KEGG:04611","VWF","","VWF","","","7450",,"","ASSOCIATED_GENE","false","7450",,,"[P04275]","7450"
"24531",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000103197","KEGG:04919","TSC2","","TSC2","","","7249",,"","ASSOCIATED_GENE","false","7249",,,"[B3KWH7, H3BMQ0, P49815, Q5HYF7, X5D2U8, X5D7Q2]","7249"
"24532",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000166598","KEGG:05200","HSP90B1","","HSP90B1","","","7184",,"","ASSOCIATED_GENE","false","7184",,,"[P14625, V9HWP2]","7184"
"24533",,,,"","","","","1.Extracellular","1.Extracellular","","","ENSG00000168477","KEGG:05206","TNXB","","TNXB","","","7148",,"","ASSOCIATED_GENE","false","7148",,,"[O95680, O95681, P22105, Q6IPK3, Q9Y464]","7148"
"24534",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000116147","KEGG:05206","TNR","","TNR","","","7143",,"","ASSOCIATED_GENE","false","7143",,,"[A1L306, Q92752]","7143"
"24535",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000136869","KEGG:04151","TLR4","","TLR4","","","7099",,"","ASSOCIATED_GENE","false","7099",,,"[O00206]","7099"
"24536",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000186340","KEGG:04512","THBS2","","THBS2","","","7058",,"","ASSOCIATED_GENE","false","7058",,,"[P35442]","7058"
"24537",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000165025","KEGG:04611","SYK","","SYK","","","6850",,"","ASSOCIATED_GENE","false","6850",,,"[A0A024R244, A0A024R273, P43405]","6850"
"24538",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000012048","KEGG:05206","BRCA1","","BRCA1","","","672",,"","ASSOCIATED_GENE","false","672",,,"[A0A024R1V0, P38398]","672"
"24539",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000182158","KEGG:04926","CREB3L2","","CREB3L2","","","64764",,"","ASSOCIATED_GENE","false","64764",,,"[Q68D60, Q70SY1]","64764"
"24540",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000118515","KEGG:04151","SGK1","","SGK1","","","6446",,"","ASSOCIATED_GENE","false","6446",,,"[B7Z325, E9PR89, O00141]","6446"
"24541",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000167965","KEGG:04151","MLST8","","MLST8","","","64223",,"","ASSOCIATED_GENE","false","64223",,,"[Q9BVC4]","64223"
"24542",,,,"","","","","1.Extracellular","1.Extracellular","","","ENSG00000120332","KEGG:05206","TNN","","TNN","","","63923",,"","ASSOCIATED_GENE","false","63923",,,"[B3KXB6, Q9UQP3]","63923"
"24543",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000189056","KEGG:04512","RELN","","RELN","","","5649",,"","ASSOCIATED_GENE","false","5649",,,"[P78509]","5649"
"24544",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000113494","KEGG:04151","PRLR","","PRLR","","","5618",,"","ASSOCIATED_GENE","false","5618",,,"[P16471]","5618"
"24545",,,,"","","Transcription Factor Complex","Transcription Factor Complex","1.Extracellular","1.Extracellular, 3.Intra Cellular, 5.Nucleus","","","ENSG00000172179","KEGG:04151","PRL","","PRL","","","5617",,"","ASSOCIATED_GENE","false","5617",,,"[P01236, Q5I0G2, Q5THQ0]","5617"
"24546",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000065243","KEGG:04151","PKN2","","PKN2","","","5586",,"","ASSOCIATED_GENE","false","5586",,,"[Q16513]","5586"
"24547",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000132356","KEGG:05410","PRKAA1","","PRKAA1","","","5562",,"","ASSOCIATED_GENE","false","5562",,,"[Q13131]","5562"
"24548",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000154001","KEGG:04151","PPP2R5E","","PPP2R5E","","","5529",,"","ASSOCIATED_GENE","false","5529",,,"[Q16537]","5529"
"24549",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000078304","KEGG:04151","PPP2R5C","","PPP2R5C","","","5527",,"","ASSOCIATED_GENE","false","5527",,,"[Q13362]","5527"
"24550",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000074211","KEGG:04151","PPP2R2C","","PPP2R2C","","","5522",,"","ASSOCIATED_GENE","false","5522",,,"[Q9Y2T4]","5522"
"24551",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000156475","KEGG:04151","PPP2R2B","","PPP2R2B","","","5521",,"","ASSOCIATED_GENE","false","5521",,,"[Q00005]","5521"
"24552",,,,"","","","","3.Intra Cellular","3.Intra Cellular, 5.Nucleus","","","ENSG00000104695","KEGG:04151","PPP2CB","","PPP2CB","","","5516",,"","ASSOCIATED_GENE","false","5516",,,"[A0A140VJS0, P62714]","5516"
"24553",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000105851","KEGG:04725","PIK3CG","","PIK3CG","","","5294",,"","ASSOCIATED_GENE","false","5294",,,"[A0A024R720, A8K9G9, P48736]","5294"
"24554",,,,"","","","","3.Intra Cellular","3.Intra Cellular","","","ENSG00000100889","KEGG:04151","PCK2","","PCK2","","","5106",,"","ASSOCIATED_GENE","false","5106",,,"[A0A0A0MS74, Q16822]","5106"
"24555",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000164867","KEGG:04926","NOS3","","NOS3","","","4846",,"","ASSOCIATED_GENE","false","4846",,,"[A0A0A0MTA6, A0S0A6, P29474]","4846"
"24556",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000118513","KEGG:04151","MYB","","MYB","","","4602",,"","ASSOCIATED_GENE","false","4602",,,"[P10242, Q708E9]","4602"
"24557",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000135679","KEGG:05206","MDM2","","MDM2","","","4193",,"","ASSOCIATED_GENE","false","4193",,,"[A0A0A8KB75, A7UKX7, A7UKX8, A7UKX9, G3XA89, Q00987, Q96DS0]","4193"
"24558",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000143384","KEGG:05206","MCL1","","MCL1","","","4170",,"","ASSOCIATED_GENE","false","4170",,,"[A0A087WT64, C8YZ26, Q07820]","4170"
"24559",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000058085","KEGG:05200","LAMC2","","LAMC2","","","3918",,"","ASSOCIATED_GENE","false","3918",,,"[Q13753]","3918"
"24560",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000135862","KEGG:05200","LAMC1","","LAMC1","","","3915",,"","ASSOCIATED_GENE","false","3915",,,"[P11047, Q6NVY8]","3915"
"24561",,,,"","","","","1.Extracellular","1.Extracellular","","","ENSG00000196878","KEGG:05200","LAMB3","","LAMB3","","","3914",,"","ASSOCIATED_GENE","false","3914",,,"[A0A0S2Z3R6, Q13751]","3914"
"24562",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000172037","KEGG:05200","LAMB2","","LAMB2","","","3913",,"","ASSOCIATED_GENE","false","3913",,,"[A0A024R319, P55268]","3913"
"24563",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000091136","KEGG:05200","LAMB1","","LAMB1","","","3912",,"","ASSOCIATED_GENE","false","3912",,,"[G3XAI2, P07942, Q8TAS6]","3912"
"24564",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000130702","KEGG:05200","LAMA5","","LAMA5","","","3911",,"","ASSOCIATED_GENE","false","3911",,,"[O15230]","3911"
"24565",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000112769","KEGG:05200","LAMA4","","LAMA4","","","3910",,"","ASSOCIATED_GENE","false","3910",,,"[A0A0A0MQS9, A0A0A0MTC7, Q16363, Q5D044]","3910"
"24566",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000053747","KEGG:05200","LAMA3","","LAMA3","","","3909",,"","ASSOCIATED_GENE","false","3909",,,"[A0A0A0MSA0, A0A0A0MTS5, A0A0A6YYF2, Q16787]","3909"
"24567",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000196569","KEGG:05414","LAMA2","","LAMA2","","","3908",,"","ASSOCIATED_GENE","false","3908",,,"[P24043, Q59H37]","3908"
"24568",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular, 5.Nucleus","","","ENSG00000096968","KEGG:05200","JAK2","","JAK2","","","3717",,"","ASSOCIATED_GENE","false","3717",,,"[A8K910, B4DYV1, O60674]","3717"
"24569",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000162434","KEGG:05200","JAK1","","JAK1","","","3716",,"","ASSOCIATED_GENE","false","3716",,,"[P23458, Q6P669]","3716"
"24570",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000082781","KEGG:05414","ITGB5","","ITGB5","","","3693",,"","ASSOCIATED_GENE","false","3693",,,"[D3DNA1, L7RT22, P18084]","3693"
"24571",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000138448","KEGG:05414","ITGAV","","ITGAV","","","3685",,"","ASSOCIATED_GENE","false","3685",,,"[P06756]","3685"
"24572",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000135424","KEGG:05414","ITGA7","","ITGA7","","","3679",,"","ASSOCIATED_GENE","false","3679",,,"[J3KNV4, Q13683, Q4LE35]","3679"
"24573",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000164171","KEGG:05414","ITGA2","","ITGA2","","","3673",,"","ASSOCIATED_GENE","false","3673",,,"[P17301]","3673"
"24574",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000213949","KEGG:05414","ITGA1","","ITGA1","","","3672",,"","ASSOCIATED_GENE","false","3672",,,"[P56199]","3672"
"24575",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000169047","KEGG:05206","IRS1","","IRS1","","","3667",,"","ASSOCIATED_GENE","false","3667",,,"[A0A024R499, P35568]","3667"
"24576",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000091409","KEGG:05414","ITGA6","","ITGA6","","","3655",,"","ASSOCIATED_GENE","false","3655",,,"[P23229]","3655"
"24577",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000168685","KEGG:05200","IL7R","","IL7R","","","3575",,"","ASSOCIATED_GENE","false","3575",,,"[P16871]","3575"
"24578",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000160712","KEGG:05200","IL6R","","IL6R","","","3570",,"","ASSOCIATED_GENE","false","3570",,,"[A0A087WTB5, A0N0L5, P08887]","3570"
"24579",,,,"","","","","1.Extracellular","1.Extracellular, 2.Plasma Membrane","","","ENSG00000077238","KEGG:05200","IL4R","","IL4R","","","3566",,"","ASSOCIATED_GENE","false","3566",,,"[B2RBY1, P24394]","3566"
"24580",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane, 3.Intra Cellular","","","ENSG00000100385","KEGG:05200","IL2RB","","IL2RB","","","3560",,"","ASSOCIATED_GENE","false","3560",,,"[P14784]","3560"
"24581",,,,"","","","","2.Plasma Membrane","2.Plasma Membrane","","","ENSG00000134460","KEGG:05200","IL2RA","","IL2RA","","","3559",,"","ASSOCIATED_GENE","false","3559",,,"[P01589, Q5W005]","3559"
"24582",,,,"","","","","1.Extracellular","1.Extracellular, 3.Intra Cellular","","","ENSG00000029559","KEGG:04512","IBSP","","IBSP","","","3381",,"","ASSOCIATED_GENE","false","3381",,,"[P21815]","3381"
